variant,query_id,trial,parse_success,raw_json,start_energy,end_energy,stage_count,stage_energies,resolved_energies
candidate_B,B2,4,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.6, ""stage_count"": 4, ""target_minutes"": 20, ""stage_energies"": [0.2, 0.8, 0.8, 0.4], ""interpretation_summary"": ""짧은 운동으로 몸과 마음을 활발하게 움직여 보세요"", ""tags"": [""운동"", ""활발"", ""점점 강해지다""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.6,4.0,"[0.2, 0.8, 0.8, 0.4]","[0.2, 0.8, 0.8, 0.4]"
candidate_B,B3,0,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.3, ""stage_count"": 4, ""target_minutes"": 60, ""stage_energies"": [0.2, 0.8, 0.8, 0.3], ""interpretation_summary"": ""파티의 시작을 알리는 분위기, 점점 고조되는 에너지, 마지막에 잔잔한 여운"", ""tags"": [""파티"", ""고조"", ""잔잔""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.3,4.0,"[0.2, 0.8, 0.8, 0.3]","[0.2, 0.8, 0.8, 0.3]"
candidate_B,B3,1,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.3, ""stage_count"": 4, ""target_minutes"": 60, ""stage_energies"": [0.2, 0.8, 0.8, 0.3], ""interpretation_summary"": ""파티의 시작을 알리는 분위기, 점점 고조되어 가는 열기, 마지막으로 잔잔한 여운"", ""tags"": [""파티"", ""고조"", ""잔잔""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.3,4.0,"[0.2, 0.8, 0.8, 0.3]","[0.2, 0.8, 0.8, 0.3]"
candidate_B,B3,2,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.4, ""stage_count"": 4, ""stage_energies"": [0.2, 0.8, 0.8, 0.4], ""target_minutes"": 60, ""interpretation_summary"": ""파티의 시작을 환영하며 분위기를 높이고, 그다음은 폭발적인 에너지로 파티를 즐기고, 마지막은 잔잔한 여운으로 파티를 마무리한다"", ""tags"": [""파티"", ""고조되는"", ""잔잔한""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.4,4.0,"[0.2, 0.8, 0.8, 0.4]","[0.2, 0.8, 0.8, 0.4]"
candidate_B,B3,3,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.4, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""주말 파티의 시작을 알리는 밝은 분위기, 점점 고조되는 에너지, 마지막으로 잔잔한 여운"", ""tags"": [""파티"", ""고조되는"", ""주말"", ""잔잔""], ""song_type"": ""all"", ""stage_energies"": [0.2, 0.8, 0.9, 0.4]}",0.2,0.4,4.0,"[0.2, 0.8, 0.9, 0.4]","[0.2, 0.8, 0.9, 0.4]"
candidate_B,B3,4,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.4, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""파티의 시작을 알리는 분위기 띄움, 고조되는 한 시간, 마지막으로 잔잔한 여운"", ""tags"": [""파티"", ""고조되는"", ""잔잔"", ""여운""], ""song_type"": ""all"", ""stage_energies"": [0.2, 0.8, 0.8, 0.4]}",0.2,0.4,4.0,"[0.2, 0.8, 0.8, 0.4]","[0.2, 0.8, 0.8, 0.4]"
candidate_B,C1,0,True,"{""brightness"": -0.5, ""start_energy"": 0.15, ""end_energy"": 0.15, ""stage_count"": 2, ""target_minutes"": 50, ""interpretation_summary"": ""조용하고 잔잔한 음악으로 편안한 시간을 보내세요"", ""tags"": [""조용"", ""잔잔"", ""편안"", ""수면""], ""song_type"": ""all"", ""same_as_previous"": false}",0.15,0.15,2.0,,"[0.15, 0.15]"
candidate_B,C1,1,True,"{""brightness"": -0.8, ""start_energy"": 0.15, ""end_energy"": 0.15, ""stage_count"": 2, ""target_minutes"": 50, ""interpretation_summary"": ""조용하고 잔잔한 음악으로 편안한 시간을 보내세요"", ""tags"": [""조용"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.15,0.15,2.0,,"[0.15, 0.15]"
candidate_B,C1,2,True,"{""brightness"": -0.7, ""start_energy"": 0.15, ""end_energy"": 0.15, ""stage_count"": 2, ""target_minutes"": 50, ""interpretation_summary"": ""조용하고 잔잔한 음악으로 편안한 시간을 보내세요."", ""tags"": [""조용"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.15,0.15,2.0,,"[0.15, 0.15]"
candidate_B,C1,3,True,"{""brightness"": -0.8, ""start_energy"": 0.15, ""end_energy"": 0.15, ""stage_count"": 2, ""target_minutes"": 50, ""interpretation_summary"": ""조용하고 잔잔한 음악으로 편안한 시간을 보내세요"", ""tags"": [""조용"", ""잔잔"", ""편안"", ""수면""], ""song_type"": ""all"", ""same_as_previous"": false}",0.15,0.15,2.0,,"[0.15, 0.15]"
candidate_B,C1,4,True,"{""brightness"": -0.5, ""start_energy"": 0.1, ""end_energy"": 0.1, ""stage_count"": 2, ""target_minutes"": 50, ""interpretation_summary"": ""조용하고 잔잔한 음악으로 편안한 시간을 보내세요"", ""tags"": [""조용"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.1,0.1,2.0,,"[0.1, 0.1]"
candidate_B,C2,0,True,"{""brightness"": 1.0, ""start_energy"": 0.7, ""end_energy"": 0.9, ""stage_count"": 3, ""target_minutes"": 120, ""interpretation_summary"": ""신나는 파티 분위기, 에너지 넘치는 음악으로 밤을 즐기다"", ""tags"": [""파티"", ""신나는"", ""밝은"", ""에너지""], ""song_type"": ""all"", ""same_as_previous"": false}",0.7,0.9,3.0,,"[0.7, 0.8, 0.9]"
candidate_B,C2,1,True,"{""brightness"": 1.0, ""start_energy"": 0.7, ""end_energy"": 0.9, ""stage_count"": 3, ""target_minutes"": 120, ""interpretation_summary"": ""신나는 파티 분위기, 즐거운 밤을 위한 음악"", ""tags"": [""파티"", ""신나는"", ""즐거운"", ""밝은""], ""song_type"": ""all"", ""same_as_previous"": false}",0.7,0.9,3.0,,"[0.7, 0.8, 0.9]"
candidate_B,C2,2,True,"{""brightness"": 1.0, ""start_energy"": 0.7, ""end_energy"": 0.9, ""stage_count"": 3, ""target_minutes"": 120, ""interpretation_summary"": ""신나는 파티 분위기, 즐거운 밤을 맞이하는 음악"", ""tags"": [""파티"", ""신나는"", ""즐거운"", ""밝은""], ""song_type"": ""all"", ""same_as_previous"": false}",0.7,0.9,3.0,,"[0.7, 0.8, 0.9]"
candidate_B,C2,3,True,"{""brightness"": 1.0, ""start_energy"": 0.7, ""end_energy"": 0.9, ""stage_count"": 3, ""target_minutes"": 120, ""interpretation_summary"": ""신나는 파티 분위기, 에너지 넘치는 음악으로 밤을 즐겨라"", ""tags"": [""파티"", ""신나"", ""에너지"", ""밤""], ""song_type"": ""all"", ""same_as_previous"": false}",0.7,0.9,3.0,,"[0.7, 0.8, 0.9]"
candidate_B,C2,4,True,"{""brightness"": 1.0, ""start_energy"": 0.7, ""end_energy"": 0.9, ""stage_count"": 3, ""target_minutes"": 120, ""interpretation_summary"": ""신나는 파티 분위기, 에너지 넘치는 음악으로 밤을 즐기다"", ""tags"": [""파티"", ""신나"", ""밝은"", ""에너지""], ""song_type"": ""all"", ""same_as_previous"": false}",0.7,0.9,3.0,,"[0.7, 0.8, 0.9]"
candidate_B,C3,0,True,"{""brightness"": 0.7, ""start_energy"": 0.3, ""end_energy"": 0.85, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""주말을 여는 즐거운 드라이브, 점점 달아오르는 한 시간"", ""tags"": [""드라이브"", ""설렘"", ""주말"", ""고조되는""], ""song_type"": ""all"", ""same_as_previous"": false}",0.3,0.85,4.0,,"[0.3, 0.48333333333333334, 0.6666666666666667, 0.8500000000000001]"
candidate_B,C3,1,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.9, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""주말을 여는 즐거운 드라이브, 점점 달아오르는 기분"", ""tags"": [""드라이브"", ""설렘"", ""주말"", ""고조되는""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.9,4.0,,"[0.2, 0.43333333333333335, 0.6666666666666666, 0.8999999999999999]"
candidate_B,C3,2,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.9, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""주말을 여는 즐거운 드라이브, 점점 달아오르는 기분"", ""tags"": [""드라이브"", ""설렘"", ""주말"", ""고조되는""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.9,4.0,,"[0.2, 0.43333333333333335, 0.6666666666666666, 0.8999999999999999]"
candidate_B,C3,3,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""주말을 여는 즐거운 드라이브, 점점 달아오르는 한 시간"", ""tags"": [""드라이브"", ""주말"", ""고조되는"", ""신나지다""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_B,C3,4,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.9, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""주말을 여는 즐거운 드라이브, 점점 달아오르는 기분"", ""tags"": [""드라이브"", ""신나"", ""주말"", ""고조되는""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.9,4.0,,"[0.2, 0.43333333333333335, 0.6666666666666666, 0.8999999999999999]"
candidate_B,D1,0,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 3, ""stage_energies"": [0.3, 0.7, 0.85], ""target_minutes"": 40, ""interpretation_summary"": ""준비운동으로 시작해 점점 달아오르는 에너지로 본운동을 마무리하는 러닝 플레이리스트"", ""tags"": [""러닝"", ""준비운동"", ""본운동"", ""스트레칭""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,3.0,"[0.3, 0.7, 0.85]","[0.3, 0.7, 0.85]"
candidate_B,D1,1,True,"{""brightness"": 0.7, ""start_energy"": 0.3, ""end_energy"": 0.5, ""stage_count"": 3, ""target_minutes"": 40, ""interpretation_summary"": ""러닝을 위한 준비운동과 본운동, 마무리 스트레칭으로 가득한 플레이리스트"", ""tags"": [""러닝"", ""스트레칭"", ""운동"", ""준비""], ""song_type"": ""all"", ""same_as_previous"": false}",0.3,0.5,3.0,,"[0.3, 0.4, 0.5]"
candidate_B,D1,2,True,"{""brightness"": 0.7, ""start_energy"": 0.3, ""end_energy"": 0.5, ""stage_count"": 3, ""target_minutes"": 40, ""interpretation_summary"": ""러닝을 위한 준비와 본 운동, 마무리 스트레칭으로 가득한 플레이리스트"", ""tags"": [""러닝"", ""준비운동"", ""스트레칭""], ""song_type"": ""all"", ""stage_energies"": [0.3, 0.7, 0.5]}",0.3,0.5,3.0,"[0.3, 0.7, 0.5]","[0.3, 0.7, 0.5]"
candidate_B,D1,3,True,"{""brightness"": 0.6, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 3, ""stage_energies"": [0.3, 0.7, 0.85], ""target_minutes"": 40, ""interpretation_summary"": ""준비운동으로 시작해 점점 고조되는 러닝 플레이리스트, 본운동과 마무리하는 스트레칭으로 완성"", ""tags"": [""러닝"", ""준비운동"", ""스트레칭"", ""고조되는""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,3.0,"[0.3, 0.7, 0.85]","[0.3, 0.7, 0.85]"
candidate_B,D1,4,True,"{""brightness"": 0.8, ""start_energy"": 0.3, ""end_energy"": 0.5, ""stage_count"": 3, ""target_minutes"": 40, ""stage_energies"": [0.3, 0.7, 0.5], ""interpretation_summary"": ""러닝을 위한 준비와 본 운동, 마무리까지의 스트레칭을 담은 플레이리스트"", ""tags"": [""러닝"", ""스트레칭"", ""운동""], ""song_type"": ""all"", ""same_as_previous"": false}",0.3,0.5,3.0,"[0.3, 0.7, 0.5]","[0.3, 0.7, 0.5]"
candidate_AB,A1,0,True,"{""brightness"": -0.2, ""start_energy"": 0.25, ""end_energy"": 0.25, ""stage_count"": 2, ""target_minutes"": null, ""interpretation_summary"": ""장마철의 습기와 답답함을 날려주는 서정적인 노래로 가득한 플레이리스트"", ""tags"": [""장마"", ""꿉꿉함"", ""서정"", ""날리기""], ""song_type"": ""all"", ""same_as_previous"": false}",0.25,0.25,2.0,,"[0.25, 0.25]"
candidate_AB,A1,1,True,"{""brightness"": -0.2, ""start_energy"": 0.25, ""end_energy"": 0.25, ""stage_count"": 2, ""target_minutes"": null, ""interpretation_summary"": ""장마철의 서정적인 분위기를 즐겁게 해주는 노래로, 꿉꿉함을 날려준다"", ""tags"": [""장마"", ""서정"", ""꿉꿉함"", ""날리다""], ""song_type"": ""all"", ""same_as_previous"": false}",0.25,0.25,2.0,,"[0.25, 0.25]"
candidate_AB,A1,2,True,"{""brightness"": -0.2, ""start_energy"": 0.25, ""end_energy"": 0.25, ""stage_count"": 2, ""target_minutes"": null, ""interpretation_summary"": ""장마철의 서정적인 분위기를 감상해 보세요"", ""tags"": [""장마"", ""서정"", ""꿉꿉함""], ""song_type"": ""all"", ""same_as_previous"": false}",0.25,0.25,2.0,,"[0.25, 0.25]"
candidate_AB,A1,3,True,"{""brightness"": 0.0, ""start_energy"": 0.3, ""end_energy"": 0.3, ""stage_count"": 2, ""target_minutes"": null, ""interpretation_summary"": ""장마철의 서정적인 분위기를 즐겁게 날려주는 노래들"", ""tags"": [""장마"", ""서정"", ""꿉꿉함"", ""날리기""], ""song_type"": ""all"", ""same_as_previous"": false}",0.3,0.3,2.0,,"[0.3, 0.3]"
candidate_AB,A1,4,True,"{""brightness"": -0.2, ""start_energy"": 0.25, ""end_energy"": 0.25, ""stage_count"": 2, ""target_minutes"": null, ""interpretation_summary"": ""장마철의 서정적인 분위기를 표현하는 노래로, 꿉꿉함을 날려주는 노래를 찾습니다."", ""tags"": [""장마"", ""서정"", ""꿉꿉함"", ""날리기""], ""song_type"": ""all"", ""same_as_previous"": false}",0.25,0.25,2.0,,"[0.25, 0.25]"
candidate_AB,A2,0,True,"{""brightness"": 0.0, ""start_energy"": 0.6, ""end_energy"": 0.6, ""stage_count"": 2, ""target_minutes"": 40, ""interpretation_summary"": ""신나게 달리거나 조용히 가라앉는 기분을 느끼는 음악"", ""tags"": [""신나게"", ""달리기"", ""조용히"", ""가라앉기""], ""song_type"": ""all"", ""same_as_previous"": false}",0.6,0.6,2.0,,"[0.6, 0.6]"
candidate_AB,A2,1,True,"{""brightness"": 0.0, ""start_energy"": 0.6, ""end_energy"": 0.6, ""stage_count"": 2, ""target_minutes"": 40, ""interpretation_summary"": ""신나게 달리거나 조용히 가라앉는 음악으로 하루를 시작한다"", ""tags"": [""달리기"", ""조용"", ""신나"", ""가라앉기""], ""song_type"": ""all"", ""same_as_previous"": false}",0.6,0.6,2.0,,"[0.6, 0.6]"
candidate_AB,A2,2,True,"{""brightness"": 0.0, ""start_energy"": 0.6, ""end_energy"": 0.6, ""stage_count"": 2, ""target_minutes"": 40, ""interpretation_summary"": ""신나게 달리거나 조용히 가라앉는 기분을 느끼는 음악으로"", ""tags"": [""신나게"", ""달리기"", ""조용히"", ""가라앉기""], ""song_type"": ""all"", ""same_as_previous"": false}",0.6,0.6,2.0,,"[0.6, 0.6]"
candidate_AB,A2,3,True,"{""brightness"": 0.0, ""start_energy"": 0.5, ""end_energy"": 0.5, ""stage_count"": 2, ""target_minutes"": null, ""interpretation_summary"": ""신나게 달리거나 조용히 가라앉는 기분을 느끼는 플레이리스트"", ""tags"": [""신나게"", ""달리기"", ""조용히"", ""가라앉기""], ""song_type"": ""all"", ""same_as_previous"": false}",0.5,0.5,2.0,,"[0.5, 0.5]"
candidate_AB,A2,4,True,"{""brightness"": 0.0, ""start_energy"": 0.5, ""end_energy"": 0.5, ""stage_count"": 2, ""target_minutes"": 40, ""interpretation_summary"": ""신나게 달리거나 조용히 가라앉는 기분을 느끼는 음악"", ""tags"": [""신나게"", ""달리기"", ""조용히"", ""가라앉기""], ""song_type"": ""all"", ""same_as_previous"": false}",0.5,0.5,2.0,,"[0.5, 0.5]"
candidate_AB,A3,0,True,"{""brightness"": 0.0, ""start_energy"": 0.2, ""end_energy"": 0.2, ""stage_count"": 2, ""target_minutes"": 60, ""interpretation_summary"": ""카페에서 편안한 분위기를 만드는 음악으로, 밝고 어두운 구분없이 잔잔한 느낌으로 즐겨보세요."", ""tags"": [""카페"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.2,2.0,,"[0.2, 0.2]"
candidate_AB,A3,1,True,"{""brightness"": 0.0, ""start_energy"": 0.2, ""end_energy"": 0.2, ""stage_count"": 2, ""target_minutes"": 30, ""interpretation_summary"": ""카페에서 편안한 분위기를 연출하는 잔잔한 플레이리스트"", ""tags"": [""카페"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.2,2.0,,"[0.2, 0.2]"
candidate_AB,A3,2,True,"{""brightness"": 0.0, ""start_energy"": 0.2, ""end_energy"": 0.2, ""stage_count"": 2, ""target_minutes"": 60, ""interpretation_summary"": ""카페에서 편안한 분위기를 연출하는 잔잔한 플레이리스트"", ""tags"": [""카페"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.2,2.0,,"[0.2, 0.2]"
candidate_AB,A3,3,True,"{""brightness"": 0.0, ""start_energy"": 0.2, ""end_energy"": 0.2, ""stage_count"": 2, ""target_minutes"": 50, ""interpretation_summary"": ""카페에서 편안한 분위기를 즐기기 좋은 음악들"", ""tags"": [""카페"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.2,2.0,,"[0.2, 0.2]"
candidate_AB,A3,4,True,"{""brightness"": 0.0, ""start_energy"": 0.2, ""end_energy"": 0.2, ""stage_count"": 2, ""target_minutes"": 50, ""interpretation_summary"": ""카페에서 편안한 분위기를 즐기는 음악을 추천합니다."", ""tags"": [""카페"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.2,2.0,,"[0.2, 0.2]"
candidate_AB,B1,0,True,"{""brightness"": 0.5, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 70, ""stage_energies"": [0.2, 0.5, 0.9, 0.6], ""interpretation_summary"": ""천천히 시작하여 점점 더 강해지는 에너지로 30분쯤에 최고조에 달하고, 그 뒤로 쿨다운하여 40분까지 마무리하는 플레이리스트"", ""tags"": [""워밍업"", ""고조"", ""마무리""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,"[0.2, 0.5, 0.9, 0.6]","[0.2, 0.5, 0.9, 0.6]"
candidate_AB,B1,1,True,"{""brightness"": 0.5, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 70, ""stage_energies"": [0.2, 0.5, 0.9, 0.6], ""interpretation_summary"": ""천천히 워밍업한 후 점점 고조되어 30분쯤에 최고조에 달한 후 쿨다운으로 마무리하는 플레이리스트"", ""tags"": [""워밍업"", ""고조"", ""쿨다운"", ""운동""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,"[0.2, 0.5, 0.9, 0.6]","[0.2, 0.5, 0.9, 0.6]"
candidate_AB,B1,2,True,"{""brightness"": 0.7, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 70, ""stage_energies"": [0.2, 0.5, 0.9, 0.6], ""interpretation_summary"": ""천천히 워밍업하다가 30분쯤에 최고조에 달하고 그 뒤에 쿨다운하는 플레이리스트"", ""tags"": [""워밍업"", ""고조"", ""쿨다운""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,"[0.2, 0.5, 0.9, 0.6]","[0.2, 0.5, 0.9, 0.6]"
candidate_AB,B1,3,True,"{""brightness"": 0.7, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 3, ""target_minutes"": 70, ""stage_energies"": [0.2, 0.8, 0.6], ""interpretation_summary"": ""천천히 워밍업하다가 30분쯤에 최고조에 달하고 그 뒤에 쿨다운하는 플레이리스트"", ""tags"": [""워밍업"", ""고조"", ""쿨다운""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,3.0,"[0.2, 0.8, 0.6]","[0.2, 0.8, 0.6]"
candidate_AB,B1,4,True,"{""brightness"": 0.5, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 70, ""interpretation_summary"": ""천천히 워밍업하여 점점 고조되다가 30분쯤에 최고조에 달한 후 쿨다운으로 마무리하는 플레이리스트"", ""tags"": [""워밍업"", ""고조"", ""쿨다운""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_AB,B2,0,True,"{""brightness"": 0.7, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 20, ""interpretation_summary"": ""짧은 운동을 위한 에너지 충전, 강력한 운동 후 정리"", ""tags"": [""운동"", ""에너지"", ""강력"", ""정리""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_AB,B2,1,True,"{""brightness"": 0.7, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 20, ""interpretation_summary"": ""짧은 운동으로 몸과 마음을 활발하게 움직여 보세요"", ""tags"": [""운동"", ""활발"", ""에너지"", ""운동하기""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_AB,B2,2,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.7, ""stage_count"": 4, ""target_minutes"": 20, ""interpretation_summary"": ""짧은 운동으로 몸과 마음을 깨워보세요"", ""tags"": [""운동"", ""고조"", ""정리""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.7,4.0,,"[0.2, 0.3666666666666667, 0.5333333333333333, 0.7]"
candidate_AB,B2,3,True,"{""brightness"": 0.7, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 20, ""interpretation_summary"": ""짧은 운동으로 몸과 마음을 깨워요"", ""tags"": [""운동"", ""고조"", ""정리""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_AB,B2,4,True,"{""brightness"": 0.7, ""start_energy"": 0.3, ""end_energy"": 0.5, ""stage_count"": 4, ""target_minutes"": 20, ""interpretation_summary"": ""짧은 운동으로 몸과 마음을 활발하게 움직여 보세요"", ""tags"": [""운동"", ""활발"", ""점점 강해지다""], ""song_type"": ""all"", ""same_as_previous"": false}",0.3,0.5,4.0,,"[0.3, 0.36666666666666664, 0.43333333333333335, 0.5]"
candidate_AB,B3,0,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.4, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""파티의 시작을 알리는 분위기 띄움, 터지는 음악, 여운 남는 잔잔한 마무리"", ""tags"": [""파티"", ""고조"", ""잔잔""], ""song_type"": ""all"", ""stage_energies"": [0.2, 0.8, 0.8, 0.4]}",0.2,0.4,4.0,"[0.2, 0.8, 0.8, 0.4]","[0.2, 0.8, 0.8, 0.4]"
candidate_AB,B3,1,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.3, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""파티의 시작을 환영하며 분위기를 높이고, 그다음은 폭발적인 에너지를 뿜어내며, 마지막은 잔잔한 여운을 남기며"", ""tags"": [""파티"", ""분위기"", ""고조"", ""잔잔""], ""song_type"": ""all"", ""stage_energies"": [0.2, 0.8, 0.8, 0.3]}",0.2,0.3,4.0,"[0.2, 0.8, 0.8, 0.3]","[0.2, 0.8, 0.8, 0.3]"
candidate_AB,B3,2,True,"{""brightness"": 0.7, ""start_energy"": 0.3, ""end_energy"": 0.2, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""파티의 시작을 알리는 분위기 띄움, 터지는 음악, 그리고 여운 남는 잔잔한 결말"", ""tags"": [""파티"", ""분위기"", ""터지는"", ""잔잔""], ""song_type"": ""all"", ""same_as_previous"": false}",0.3,0.2,4.0,,"[0.3, 0.26666666666666666, 0.23333333333333334, 0.2]"
candidate_AB,B3,3,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.4, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""파티의 시작을 알리는 분위기 띄움, 한 시간 동안의 열정적인 분위기, 마지막으로 잔잔한 여운"", ""tags"": [""파티"", ""고조되는"", ""잔잔한""], ""song_type"": ""all"", ""stage_energies"": [0.2, 0.8, 0.8, 0.4]}",0.2,0.4,4.0,"[0.2, 0.8, 0.8, 0.4]","[0.2, 0.8, 0.8, 0.4]"
candidate_AB,B3,4,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.4, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""파티의 시작을 환호하는 분위기, 점점 더 뜨거워지는 열기, 마지막으로 잔잔한 여운"", ""tags"": [""파티"", ""고조되는"", ""잔잔"", ""여운""], ""song_type"": ""all"", ""stage_energies"": [0.2, 0.8, 0.8, 0.4]}",0.2,0.4,4.0,"[0.2, 0.8, 0.8, 0.4]","[0.2, 0.8, 0.8, 0.4]"
candidate_AB,C1,0,True,"{""brightness"": -0.5, ""start_energy"": 0.15, ""end_energy"": 0.15, ""stage_count"": 2, ""target_minutes"": null, ""interpretation_summary"": ""조용하고 잔잔한 분위기의 노래로 음악을 즐겨보세요"", ""tags"": [""조용"", ""잔잔"", ""차분""], ""song_type"": ""all"", ""same_as_previous"": false}",0.15,0.15,2.0,,"[0.15, 0.15]"
candidate_AB,C1,1,True,"{""brightness"": -1.0, ""start_energy"": 0.15, ""end_energy"": 0.15, ""stage_count"": 2, ""target_minutes"": null, ""interpretation_summary"": ""조용하고 잔잔한 분위기의 음악으로 편안한 시간을 보내세요."", ""tags"": [""조용"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.15,0.15,2.0,,"[0.15, 0.15]"
candidate_AB,C1,2,True,"{""brightness"": -0.7, ""start_energy"": 0.15, ""end_energy"": 0.15, ""stage_count"": 2, ""target_minutes"": null, ""interpretation_summary"": ""조용하고 잔잔한 분위기의 음악으로 편안한 시간을 보내세요."", ""tags"": [""조용"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.15,0.15,2.0,,"[0.15, 0.15]"
candidate_AB,C1,3,True,"{""brightness"": -0.5, ""start_energy"": 0.15, ""end_energy"": 0.15, ""stage_count"": 2, ""target_minutes"": 50, ""interpretation_summary"": ""조용하고 잔잔한 음악으로 편안한 시간을 보내는 분위기"", ""tags"": [""조용"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.15,0.15,2.0,,"[0.15, 0.15]"
